cik,filingyear,filingdate,reportingdate,rfdtitle
5768,2009,06/15/2009,03/31/2009,"Z Backscatter Technology:Most of the Companys X-ray systems utilize AS&Es patented Z Backscatter technology. The term Backscatter refers to those X-rays thatscatteroff of the object under examinationbacktoward the X-ray source. Z Backscatter detectors capture these scattered X-rays which are then used to create highly readable, photo-like images."
5768,2009,06/15/2009,03/31/2009,Other Technologies:Two other technologies employed by AS&E are Shaped Energy and Radioactive Threat Detection (RTD). Shaped Energy technology is a specialized form of high energy transmission X-ray which is used in AS&Es OmniView. Radioactive Threat Detection (RTD) is a technology which is used to find radioactive materials in vehicles and is an option on selected AS&E detection systems.
5768,2009,06/15/2009,03/31/2009,"CargoSearch Inspection Systems:The CargoSearch family of systems includes non-intrusive inspection products which are primarily used for the screening of trucks, cars, cargo containers, pallets, and air cargo at locations including border crossings, seaports, military bases, railroad centers, airports, and cargo and transportation hubs. The CargoSearch systems are designed to combat trade fraud, drug trafficking, weapons smuggling, and terrorism. The CargoSearch family includes:"
5768,2009,06/15/2009,03/31/2009,Z Backscatter Systems:Z Backscatter Systems include imaging systems that use Z Backscatter imaging only.
5768,2009,06/15/2009,03/31/2009,"ParcelSearch and Personnel Screening Inspection Systems:ParcelSearch systems are designed for the non-intrusive X-ray scanning of parcels, baggage, and mail. These systems are primarily located in government facilities, airports, commercial office buildings, high-security federal facilities and convention centers."
5768,2009,06/15/2009,03/31/2009,"Contract Research & Development: AS&E engages in a variety of contract research and development (CRAD) programs, mostly for agencies of the U.S. government. AS&E pursues CRAD opportunities which it believes provide avenues for advancing our core technologies or developing product offerings for strategic customers or markets."
5768,2009,06/15/2009,03/31/2009,"Service and Support:AS&Es highly skilled Field Service Engineers (FSEs) provide support services worldwide. Each FSE has a technical degree in Electrical and/or Mechanical Engineering (or equivalent experience), and is trained in the operation and repair of electronics, hydraulics, pneumatics, mechanics, electrical systems, and computers. FSEs are available 7 days a week, 24 hours a day, and are located at AS&E sites in Asia, Europe, the Middle East, Africa and North America. In addition, Technical Support is provided at the Companys headquarters in Billerica, Massachusetts. AS&E provides comprehensive, cost-effective spare parts solutions customized for each system. The Company maintains an inventory of field-replaceable components in various depots around the world in order to meet customer needs for spare parts."
5768,2009,06/15/2009,03/31/2009,"The Company relies on a combination of patent, copyright, trademark, and trade secret laws, and contractual provisions to protect our intellectual property.In general, the Company pursues a policy of obtaining patent protection both in the United States and in selected foreign countries for subject matter we consider patentable and important to our business strategy. As of March 31, 2009, the Company has in excess of 40 unexpired patents issued by the United States Patent and Trademark Office and multiple pending applications directed to a variety of technologies. The Company also has granted patents or pending"
5768,2009,06/15/2009,03/31/2009,"applications pursuant to the following treaties and/or in the following countries: Patent Cooperation Treaty, European Patent Convention, Gulf Cooperation Counsel, Australia, Austria, Belgium, Canada, China, Denmark, Finland, France, Germany, Greece, Hong Kong, India, Israel, Ireland, Italy, Japan, Korea, Malaysia, Mexico, Netherlands, New Zealand, Norway, Portugal, Russian Federation, Singapore, Spain, Sweden, Switzerland, Thailand, Turkey, Ukraine, United Arab Emirates, United Kingdom. A significant number of our patents have been issued in the last five years."
5768,2008,06/13/2008,03/31/2006,ITEM 1. BUSINESS
5768,2008,06/13/2008,03/31/2006,Transmission X-ray Technology:
5768,2008,06/13/2008,03/31/2006,Z Backscatter Technology:
5768,2008,06/13/2008,03/31/2006,Other Technologies:
5768,2008,06/13/2008,03/31/2006,Products and Systems
5768,2008,06/13/2008,03/31/2006,CargoSearch Inspection Systems:
5768,2008,06/13/2008,03/31/2006,OmniView Gantry System
5768,2008,06/13/2008,03/31/2006,PalletSearch
5768,2008,06/13/2008,03/31/2006,Z Backscatter Systems:
5768,2008,06/13/2008,03/31/2006,Z Backscatter Van (ZBV
5768,2008,06/13/2008,03/31/2006,ParcelSearch
5768,2008,06/13/2008,03/31/2006,Inspection Systems:
5768,2008,06/13/2008,03/31/2006,Model 101VAN
5768,2008,06/13/2008,03/31/2006,Models 101Z
5768,2008,06/13/2008,03/31/2006,", 101ZZ, and 101XL"
5768,2008,06/13/2008,03/31/2006,Personnel Screening:
5768,2008,06/13/2008,03/31/2006,SmartCheck
5768,2008,06/13/2008,03/31/2006,Contract Research & Development
5768,2008,06/13/2008,03/31/2006,Service and Support:
5768,2008,06/13/2008,03/31/2006,Intellectual Property
5768,2008,06/13/2008,03/31/2006,Sales and Marketing
5768,2008,06/13/2008,03/31/2006,Competition
5768,2008,06/13/2008,03/31/2006,ISO 9001 Certification
5768,2008,06/13/2008,03/31/2006,Component Availability
5768,2008,06/13/2008,03/31/2006,Regulatory Compliance
5768,2008,06/13/2008,03/31/2006,Research and Development
5768,2008,06/13/2008,03/31/2006,Sales Backlog
5768,2008,06/13/2008,03/31/2006,Financial Information about Foreign and Domestic Operations and Export Sales
5768,2008,06/13/2008,03/31/2006,Net Sales and Contract Revenues
5768,2008,06/13/2008,03/31/2006,Fiscal Year
5768,2008,06/13/2008,03/31/2006,(Dollars in thousands)
5768,2008,06/13/2008,03/31/2006,Available Information
5768,2008,06/13/2008,03/31/2006,ITEM 1A. RISK FACTORS
5768,2008,06/13/2008,03/31/2006,The Companys reliance on a small number of customers for a large portion of its revenues could harm its business and prospects.
5768,2008,06/13/2008,03/31/2006,"The Company conducts its business worldwide, which exposes it to a number of difficulties in coordinating its international activities and dealing with multiple regulatory environments."
5768,2008,06/13/2008,03/31/2006,The Companys lengthy sales cycle requires it to incur significant expenses with no assurance that it will generate revenue or recover such expenses.
5768,2008,06/13/2008,03/31/2006,The Companys business is dependent upon governmental policies and appropriations.
5768,2008,06/13/2008,03/31/2006,Changes in governmental regulations may reduce demand for the Companys products or increase its expenses.
5768,2008,06/13/2008,03/31/2006,The Companys reliance on a limited number of suppliers for some key components for its products could harm its business and prospects.
5768,2008,06/13/2008,03/31/2006,Fluctuations in the Companys quarterly operating results may cause its stock price to fluctuate.
5768,2008,06/13/2008,03/31/2006,"The Company could incur substantial costs as a result of product liability claims and adverse publicity if its X-ray inspection systems fail to detect bombs, explosives, weapons, contraband or other threats to personal safety."
5768,2008,06/13/2008,03/31/2006,The Companys insurance may be insufficient to protect it from product liability claims.
5768,2008,06/13/2008,03/31/2006,The Company may not be able to fund its research and development activities.
5768,2008,06/13/2008,03/31/2006,The Companys success depends on new product development.
5768,2008,06/13/2008,03/31/2006,The Companys success depends upon its ability to adapt to rapid changes in technology and customer requirements.
5768,2008,06/13/2008,03/31/2006,The Company may not be able to compete successfully.
5768,2008,06/13/2008,03/31/2006,The Companys business could be harmed if it is unable to protect its intellectual property.
5768,2008,06/13/2008,03/31/2006,The Companys business may be materially and adversely affected by infringement claims initiated by the Company or its competitors.
5768,2008,06/13/2008,03/31/2006,The Companys success depends on its ability to attract and retain qualified management professionals.
5768,2008,06/13/2008,03/31/2006,Existing external financing may not be available in the future.
5768,2008,06/13/2008,03/31/2006,Future sales of the Companys common stock by existing stockholders could depress the market price of the Companys common stock.
5768,2008,06/13/2008,03/31/2006,The volatility of the Companys stock price could adversely affect an investment in the Companys common stock.
5768,2008,06/13/2008,03/31/2006,"Provisions in the Companys articles of organization and the Companys shareholder rights plan may have the effect of discouraging advantageous offers for the Companys business or common stock, and limit the price that investors might be willing to pay in the future for shares of the Companys common stock."
5768,2008,06/13/2008,03/31/2006,"Transmission X-ray Technology:Transmission images are created from X-rays that pass through the object that is being examined. Medical X-ray images are a type of transmission X-ray. In transmission imaging, the detector measures the relative intensity of the X-rays that pass directly through the object. The degree to which X-rays are transmitted through an object is dependant upon the size of the X-ray source and the composition and quantity of the material in the path of the X-ray beam. Low energy sources are used to scan smaller objects such as parcels and baggage, and high energy sources are used for scanning large"
5768,2008,06/13/2008,03/31/2006,"Z Backscatter Technology:Most of the Companys X-ray systems utilize AS&Es patented Z Backscatter technology. The term Backscatter refers to those X-rays thatscatteroff of the object under examinationbacktoward the X-ray source. Z Backscatter detectors capture these scattered X-rays which are then used to create highly readable, photo-like images."
5768,2008,06/13/2008,03/31/2006,Other Technologies:Two other technologies employed by AS&E are Shaped Energy and Radioactive Threat Detection (RTD). Shaped Energy technology is a specialized form of high energy transmission X-ray which is used in AS&Es OmniView product line. Radioactive Threat Detection (RTD) is a technology which is used to find radioactive materials in vehicles.
5768,2008,06/13/2008,03/31/2006,"CargoSearch Inspection Systems:The CargoSearch family of systems includes non-intrusive inspection products which are primarily used for the screening of trucks, cars, cargo containers, pallets, and air cargo at locations including border crossings, seaports, military bases, railroad centers, airports, and cargo and transportation hubs. The CargoSearch systems are designed to combat trade fraud, drug trafficking, weapons smuggling, and terrorism. The CargoSearch family includes:"
5768,2008,06/13/2008,03/31/2006,Z Backscatter Systems:Z Backscatter Systems include imaging systems that use Z Backscatter imaging only.
5768,2008,06/13/2008,03/31/2006,"ParcelSearchInspection Systems:ParcelSearch systems are designed for the non-intrusive X-ray scanning of parcels, baggage, and mail. These systems are primarily located in government facilities, airports, commercial office buildings, high-security federal facilities and convention centers. ParcelSearch systems include:"
5768,2008,06/13/2008,03/31/2006,"Personnel Screening:Personnel screening is a crucial part of any threat detection effort. Today, threats can take the smallest of forms and are often easily hidden on a person. With the advent of suicide bombings, personnel screening has taken on an even more important role. Personnel screening is also important in the effort to intercept prohibited substances, such as drugs and alcohol."
5768,2008,06/13/2008,03/31/2006,"Contract Research & Development: AS&E engages in a variety of contract research and development (CRAD) programs, mostly for agencies of the U.S. government. AS&E pursues CRAD opportunities which it believes provide avenues for advancing our core technologies or developing product offerings for strategic customers or markets."
5768,2008,06/13/2008,03/31/2006,"Service and Support:AS&Es highly skilled Field Service Engineers (FSEs) provide support services worldwide. Each FSE has a technical degree in Electrical and/or Mechanical Engineering (or equivalent experience), and is trained in the operation and repair of electronics, hydraulics, pneumatics, mechanics, electrical systems, and computers. FSEs are available 7 days a week, 24 hours a day, and are located at AS&E offices in Asia, Central America, Europe, the Middle East, and North America. In addition, Technical Support is provided at the Companys headquarters in Billerica, Massachusetts. AS&E provides comprehensive, cost-effective spare parts solutions customized for each system. The Company maintains an inventory of field-replaceable components in order to meet customer needs for spare parts."
5768,2007,06/13/2007,03/31/2007,ITEM 1. BUSINESS
5768,2007,06/13/2007,03/31/2007,Transmission X-ray Technology:
5768,2007,06/13/2007,03/31/2007,Z Backscatter Technology:
5768,2007,06/13/2007,03/31/2007,Technologies:
5768,2007,06/13/2007,03/31/2007,Products and Systems
5768,2007,06/13/2007,03/31/2007,CargoSearch Inspection Systems:
5768,2007,06/13/2007,03/31/2007,OmniView Gantry System
5768,2007,06/13/2007,03/31/2007,PalletSearch
5768,2007,06/13/2007,03/31/2007,Z Backscatter Systems:
5768,2007,06/13/2007,03/31/2007,Z Backscatter Van (ZBV
5768,2007,06/13/2007,03/31/2007,Ruggedized Detection Imaging Module (RDIM):
5768,2007,06/13/2007,03/31/2007,Ruggedized Detection Imaging Module (RDIM)
5768,2007,06/13/2007,03/31/2007,ParcelSearch Inspection Systems:
5768,2007,06/13/2007,03/31/2007,Model 101VAN
5768,2007,06/13/2007,03/31/2007,"Models 101Z, 101ZZ, and 101XL"
5768,2007,06/13/2007,03/31/2007,Personnel Screening:
5768,2007,06/13/2007,03/31/2007,SmartCheck
5768,2007,06/13/2007,03/31/2007,Contract Research & Development
5768,2007,06/13/2007,03/31/2007,Service and Support:
5768,2007,06/13/2007,03/31/2007,Intellectual Property
5768,2007,06/13/2007,03/31/2007,Sales and Marketing
5768,2007,06/13/2007,03/31/2007,Competition
5768,2007,06/13/2007,03/31/2007,ISO 9001 Certification
5768,2007,06/13/2007,03/31/2007,Component Availability
5768,2007,06/13/2007,03/31/2007,Regulatory Compliance
5768,2007,06/13/2007,03/31/2007,Research and Development
5768,2007,06/13/2007,03/31/2007,Sales Backlog
5768,2007,06/13/2007,03/31/2007,Financial Information about Foreign and Domestic Operations and Export Sales
5768,2007,06/13/2007,03/31/2007,Net Sales and Contract Revenues
5768,2007,06/13/2007,03/31/2007,Fiscal Year
5768,2007,06/13/2007,03/31/2007,(Dollars in thousands)
5768,2007,06/13/2007,03/31/2007,Available Information
5768,2007,06/13/2007,03/31/2007,ITEM 1A. RISK FACTORS
5768,2007,06/13/2007,03/31/2007,The Companys reliance on a small number of customers for a large portion of its revenues could harm its business and prospects.
5768,2007,06/13/2007,03/31/2007,"The Company conducts its business worldwide, which exposes it to a number of difficulties in coordinating its international activities and dealing with multiple regulatory environments."
5768,2007,06/13/2007,03/31/2007,The Companys lengthy sales cycle requires it to incur significant expenses with no assurance that it will generate revenue or recover such expenses.
5768,2007,06/13/2007,03/31/2007,The Companys business is dependent upon governmental policies and appropriations.
5768,2007,06/13/2007,03/31/2007,Changes in governmental regulations may reduce demand for the Companys products or increase its expenses.
5768,2007,06/13/2007,03/31/2007,The Companys reliance on only a limited number of suppliers for some key components for its products could harm its business and prospects.
5768,2007,06/13/2007,03/31/2007,Fluctuations in the Companys quarterly operating results may cause its stock price to fluctuate.
5768,2007,06/13/2007,03/31/2007,"The Company could incur substantial costs as a result of product liability claims and adverse publicity if its X-ray inspection systems fail to detect bombs, explosives, weapons, contraband or other threats to personal safety."
5768,2007,06/13/2007,03/31/2007,The Companys insurance may be insufficient to protect it from product liability claims.
5768,2007,06/13/2007,03/31/2007,The Company may not be able to fund its research and development activities.
5768,2007,06/13/2007,03/31/2007,The Companys success depends on new product development.
5768,2007,06/13/2007,03/31/2007,The Companys success depends upon its ability to adapt to rapid changes in technology and customer requirements.
5768,2007,06/13/2007,03/31/2007,The Company may not be able to compete successfully.
5768,2007,06/13/2007,03/31/2007,The Companys business could be harmed if it is unable to protect its intellectual property.
5768,2007,06/13/2007,03/31/2007,The Companys business may be materially and adversely affected by infringement claims initiated by the Company or its competitors.
5768,2007,06/13/2007,03/31/2007,The Companys success depends on its ability to attract and retain qualified management professionals.
5768,2007,06/13/2007,03/31/2007,Future sales of the Companys common stock by existing stockholders could depress the market price of the Companys common stock.
5768,2007,06/13/2007,03/31/2007,Existing external financing may not be available in the future.
5768,2007,06/13/2007,03/31/2007,The volatility of the Companys stock price could adversely affect an investment in the Companys common stock.
5768,2007,06/13/2007,03/31/2007,"Provisions in the Companys articles of organization and the Companys shareholder rights plan may have the effect of discouraging advantageous offers for the Companys business or common stock, and limit the price that investors might be willing to pay in the future for shares of the Companys common stock."
5768,2007,06/13/2007,03/31/2007,"Transmission X-ray Technology:Transmission images are created from X-rays that pass through the object that is being examined. Medical X-ray images are a type of transmission X-ray. In transmission imaging, the detector measures the relative intensity of the X-rays that pass directly through the object. The degree to which X-rays are transmitted through an object is dependant upon the size of the X-ray source and the composition and quantity of the material in the path of the X-ray beam. Low energy sources are used to scan smaller objects such as parcels and baggage, and high energy sources are used for scanning large items such as trucks and cargo containers. Transmission X-ray images are useful for seeing through the object of interest. A transmission image, however, represents an aggregate of all objects in the path on the beam and can therefore be difficult to interpret."
5768,2007,06/13/2007,03/31/2007,"Z Backscatter Technology:Many of the Companys X-ray systems utilize AS&Es patented Z Backscatter technology. The term Backscatter refers to those X-rays thatscatteroff of the object under examinationbacktoward the X-ray source. Z Backscatter detectors capture these scattered X-rays which are then used to create highly readable, photo-like images."
5768,2007,06/13/2007,03/31/2007,OtherTechnologies:Two other technologies employed by AS&E are Shaped Energy and Radioactive Threat Detection (RTD). Shaped Energy technology is a specialized form of high energy transmission X-ray which is used in AS&Es OmniView product line. Radioactive Threat Detection (RTD) is a technology which is used to find radioactive materials in vehicles.
5768,2007,06/13/2007,03/31/2007,"CargoSearch Inspection Systems:The CargoSearch family of systems includes non-intrusive inspection products which are primarily used for the screening of trucks, cars, cargo containers, pallets, and air cargo. These systems are used at locations including border crossings, seaports, military bases, railroad centers, airports, and cargo and transportation hubs. The CargoSearch systems are designed to combat trade fraud, drug trafficking, weapons smuggling, and terrorism. The CargoSearch family includes:"
5768,2007,06/13/2007,03/31/2007,Z Backscatter Systems:Z Backscatter Systems include imaging systems that use Z Backscatter imaging only.
5768,2007,06/13/2007,03/31/2007,"ParcelSearch Inspection Systems:ParcelSearch systems are designed for the non-intrusive X-ray scanning of parcels, baggage, and mail. They are primarily located in government facilities, airports, commercial office buildings, high-security federal facilities and convention centers. The ParcelSearch family includes:"
5768,2007,06/13/2007,03/31/2007,"Personnel Screening:Personnel screening is a crucial part of any threat detection effort. Today, threats can take the smallest of forms and are often easily hidden on a person. With the advent of suicide bombings, personnel screening has taken on an even more important role. Personnel screening is also important in the effort to intercept prohibited substances, such as drugs and alcohol."
5768,2007,06/13/2007,03/31/2007,"Contract Research & Development:AS&E engages in a variety of contract research and development (CRAD) programs, mostly for agencies of the US government. AS&E pursues CRAD opportunities which it believes provide avenues for advancing our core technologies or developing product offerings for strategic customers or markets. One such important program is the CAARS (Cargo Advanced Radiography System) program for DHS Domestic Nuclear Detection Office (DNDO). CAARS is a program under which AS&E is developing advanced detection technology for inspecting cargo containers for nuclear materials."
5768,2007,06/13/2007,03/31/2007,"Service and Support:AS&Es Field Service Engineers (FSEs) provide support services on most of AS&Es X-ray inspection systems worldwide. FSEs are located at AS&E offices in Asia, Europe, the Middle East and North America. In addition, Technical Support is provided at the Companys headquarters in Billerica, Massachusetts. AS&E provides comprehensive, cost-effective spare parts solutions customized for each system. The Company maintains an inventory of field-replaceable components in order to meet customer needs for spare parts."
5768,2007,06/13/2007,03/31/2007,"Models 101Z, 101ZZ, and 101XL:conveyor-based systems allowing rapid inspection of high volumes of luggage and other packages."
5768,2007,06/13/2007,03/31/2007,·tariff regulations.
5768,2007,06/13/2007,03/31/2007,·changes in the volume or timing of product orders.
5768,2007,06/13/2007,03/31/2007,·breadth of the sales and service organization.
5768,2007,06/13/2007,03/31/2007,·developments in the Companys relationships with its customers and suppliers.
6201,2007,02/23/2007,12/31/2006,NO RISK FACTORS FOUND
6201,2006,02/24/2006,12/31/2005,NO RISK FACTORS FOUND
6201,2005,02/25/2005,12/31/2004,NO RISK FACTORS FOUND
6720,2007,03/16/2007,12/31/2006,NO RISK FACTORS FOUND
6720,2006,03/16/2006,12/31/2005,NO RISK FACTORS FOUND
6720,2005,03/16/2005,12/31/2004,NO RISK FACTORS FOUND
